SCD	speaker	tmin	tmax	text
3009-1 	A:	220.271	221.821	<S>
3009-1 	A:	221.821	223.121	(ppo) where he where did he go
3009-2 	B:	222.562	224.112	he went to the synagogue
3009-1 	A:	223.121	224.946	<S>
3009-2 	B:	224.112	226.118	<S>
3009-1 	A:	224.946	225.671	what's that
3009-1 	A:	225.671	228.683	<S>
3009-2 	B:	226.118	227.751	the Jewish church
3009-2 	B:	227.751	230.818	that's it after a while they all (ppc)
3009-1 	A:	228.683	229.696	right right right
3009-1 	A:	229.696	235.696	<S>
3009-2 	B:	230.818	234.43	there was a lot of motorcycle noise and car noise all raving the engine down
3009-2 	B:	234.43	236.73	<S>
3009-1 	A:	235.696	236.896	did you see though
3009-2 	B:	236.73	238.576	no I didn't see I wasn't interested
3009-1 	A:	236.896	238.384	<S>
3009-1 	A:	238.384	239.021	<Z>
3009-2 	B:	238.576	241.551	was trying to get my last ten minutes of sleep
3009-1 	A:	239.021	242.034	<S>
3009-2 	B:	241.551	243.089	<S>
3009-1 	A:	242.034	244.059	but obviously that didn't happen [lah] so
3009-2 	B:	243.089	243.802	<Z>
3009-2 	B:	243.802	249.824	<S>
3009-1 	A:	244.059	245.371	<S>
3009-1 	A:	245.371	249.209	but I'm super hungry though I feel like my stomach is like churning
3009-1 	A:	249.209	251.859	<S>
3009-2 	B:	249.824	254.699	is it we must call for a break then we go eat then come back (ppl)
3009-1 	A:	251.859	255.484	no okay no I mean like we can do it later [what] perhaps
3009-2 	B:	254.699	257.803	<S>
3009-1 	A:	255.484	256.062	<S>
3009-1 	A:	256.062	257.509	what do you feel like eating later though
3009-1 	A:	257.509	263.809	<S>
3009-2 	B:	257.803	261.691	don't know [eh] since we are in #Tai-Seng# I feel like eating the you know last time when I work at Miller
3009-2 	B:	261.691	264.279	<S>
3009-1 	A:	263.809	265.497	<Z>
3009-2 	B:	264.279	267.743	ya but it's quite a long walk and I cannot remember how to walk from here
3009-1 	A:	265.497	267.559	<S>
3009-1 	A:	267.559	271.022	their their no but then we have to go to #Tai-Seng# [what]
3009-2 	B:	267.743	270.918	<S>
3009-2 	B:	270.918	274.98	this is #Tai-Seng# what no it's #Tai-Seng#
3009-1 	A:	271.022	272.035	<S>
3009-1 	A:	272.035	274.022	no I mean as in (ppl) MacPherson [what]
3009-1 	A:	274.022	275.997	<S>
3009-2 	B:	274.98	276.887	<S>
3009-1 	A:	275.997	277.01	[oh] is it
3009-2 	B:	276.887	280.363	ya that's #Tai-Seng# you must walk by behind the other exit (ppo)
3009-1 	A:	277.01	279.247	<S>
3009-1 	A:	279.247	282.747	[oh] [oh] okay I I remember where is it because I always go and
3009-2 	B:	280.363	282.163	<S>
3009-2 	B:	282.163	283.1	<Z>
3009-1 	A:	282.747	283.26	<S>
3009-2 	B:	283.1	284.97	<S>
3009-1 	A:	283.26	284.71	eat eat like eat with you
3009-1 	A:	284.71	287.397	[oh] I miss the <mandarin>鱼片:Yu-Pian</mandarin> the <mandarin>鱼片米粉:Yu-Pian-Mi-Fen</mandarin>
3009-2 	B:	284.97	287.582	it's #Tai-Seng# (ppo)
3009-1 	A:	287.397	288.235	<S>
3009-2 	B:	287.582	288.55	<S>
3009-1 	A:	288.235	289.447	oh-my-god I love it
3009-2 	B:	288.55	290.045	but I thought you meeting Mai
3009-1 	A:	289.447	290.585	<S>
3009-2 	B:	290.045	290.645	<S>
3009-1 	A:	290.585	291.06	[huh]
3009-2 	B:	290.645	291.77	I thought you meeting Mai
3009-1 	A:	291.06	292.148	<S>
3009-2 	B:	291.77	294.057	<S>
3009-1 	A:	292.148	292.885	<Z>
3009-1 	A:	292.885	294.61	but I'm gonna eat first [what]
3009-2 	B:	294.057	295.708	you said you eating lunch with Mai
3009-1 	A:	294.61	295.973	<S>
3009-2 	B:	295.708	297.508	<S>
3009-1 	A:	295.973	299.86	ya that's lunch I'm I'm talking about breakfast dude this is breakfast
3009-2 	B:	297.508	298.482	this is lunch [what]
3009-2 	B:	298.482	299.232	<S>
3009-2 	B:	299.232	301.069	by the time this end it'll be eleven o-clock babe
3009-1 	A:	299.86	302.81	<S>
3009-2 	B:	301.069	304.481	<S>
3009-1 	A:	302.81	304.723	I mean it's sort of breakfast
3009-2 	B:	304.481	307.151	this two hour is a get to know you session (mm)
3009-1 	A:	304.723	312.21	<S>
3009-2 	B:	307.151	311.189	<S>
3009-2 	B:	311.189	314.487	<Z>
3009-1 	A:	312.21	314.536	get to know me session [ah] alright
3009-2 	B:	314.487	318.175	(ppb) so where do you see yourself in five years (ppl)
3009-1 	A:	314.536	320.311	okay anyway okay what what what are you gonna wait wait wait wait wait what what are you gonna be doing later though like after this
3009-2 	B:	318.175	319.475	<S>
3009-2 	B:	319.475	324.099	and then after this I go gym then after that I need go meet the Indian barber that
3009-1 	A:	320.311	323.623	<S>
3009-1 	A:	323.623	325.236	wait you gymming with Marcus
3009-2 	B:	324.099	325.724	<S>
3009-1 	A:	325.236	326.561	<S>
3009-2 	B:	325.724	327.074	should be either that
3009-1 	A:	326.561	329.561	then you gonna do it with him is it you gonna see the Indian guy
3009-2 	B:	327.074	329.692	<S>
3009-1 	A:	329.561	331.424	<S>
3009-2 	B:	329.692	330.942	no I see myself [ah]
3009-2 	B:	330.942	331.717	<S>
3009-1 	A:	331.424	333.599	[oh] why why you gonna why you why you looking at him
3009-2 	B:	331.717	335.667	go to the gym first why you so against me and Marcus doing it (ppl)
3009-1 	A:	333.599	334.574	<S>
3009-1 	A:	334.574	336.924	no no no as in I'm just asking only
3009-2 	B:	335.667	337.067	<S>
3009-1 	A:	336.924	338.311	<S>
3009-2 	B:	337.067	339.487	no I just going to the gym then after that I'll go after I
3009-1 	A:	338.311	339.736	no no because
3009-2 	B:	339.487	342.224	<S>
3009-1 	A:	339.736	342.211	I I don't know if you're using my slides
3009-1 	A:	342.211	343.549	<S>
3009-2 	B:	342.224	343.762	(ppb) slides what slides
3009-1 	A:	343.549	345.374	like you got you said you made slides
3009-2 	B:	343.762	345.225	<S>
3009-2 	B:	345.225	347	[oh] no I decided to scratch that idea [what]
3009-1 	A:	345.374	347.124	<S>
3009-2 	B:	347	347.875	<S>
3009-1 	A:	347.124	347.799	why
3009-1 	A:	347.799	352.049	<S>
3009-2 	B:	347.875	350.35	cause I realised that maybe he's not that business savvy
3009-2 	B:	350.35	354.371	I don't think he needs all of it he say I he say he hear the word free can already
3009-1 	A:	352.049	353.762	but why why why are you seeing him
3009-1 	A:	353.762	354.437	<S>
3009-2 	B:	354.371	356.671	<S>
3009-1 	A:	354.437	355.787	why are you seeing him for again
3009-1 	A:	355.787	367.373	<S>
3009-2 	B:	356.671	361.349	just to ask him if I can use his place for advertisement then if I can double his
3009-2 	B:	361.349	363.323	customers in this month for this outlet
3009-2 	B:	363.323	363.873	<S>
3009-2 	B:	363.873	364.923	then I take five percent
3009-2 	B:	364.923	369.936	<S>
3009-1 	A:	367.373	369.029	but you had but I thought you say you
3009-1 	A:	369.029	373.792	<S>
3009-2 	B:	369.936	371.773	ya if I do a very good job [lah]
3009-2 	B:	371.773	377.123	I'll do it for free if I if I <UNK> if I
3009-1 	A:	373.792	374.593	<Z>
3009-1 	A:	374.593	382.618	<S>
3009-2 	B:	377.123	379.586	if I don't do so well then I won't ask for anything
3009-2 	B:	379.586	385.573	<S>
3009-1 	A:	382.618	385.232	then after that after that I I'll be meeting you right
3009-1 	A:	385.232	386.77	<S>
3009-2 	B:	385.573	386.298	up to you [ah]
3009-2 	B:	386.298	388.148	<Z>
3009-1 	A:	386.77	388.182	[oh] what do you mean up to me
3009-2 	B:	388.148	389.623	what you doing after you eat lunch with Mai
3009-1 	A:	388.182	390.557	<S>
3009-2 	B:	389.623	394.148	<Z>
3009-1 	A:	390.557	394.245	meet you [ah] (ppl) no was that not the plan
3009-2 	B:	394.148	397.386	don't have we got plan I don't I didn't think we have a plan
3009-1 	A:	394.245	397.034	<S>
3009-1 	A:	397.034	402.384	ya we did [what] we ju~ we only said that we wanted to discuss the online store ya
3009-2 	B:	397.386	400.494	<Z>
3009-2 	B:	400.494	402.248	[oh] ya <unk> okay
3009-2 	B:	402.248	403.911	<S>
3009-1 	A:	402.384	404.271	<S>
3009-2 	B:	403.911	407.673	can [lah] can [lah] no no no no
3009-1 	A:	404.271	406.896	you forgot (ppl) about it so
3009-1 	A:	406.896	408.746	I brought my Kikki-K planner though
3009-2 	B:	407.673	409.298	<S>
3009-1 	A:	408.746	412.419	<S>
3009-2 	B:	409.298	412.11	(mm) is it you must take out then you must go through the ideas
3009-2 	B:	412.11	413.423	<Z>
3009-1 	A:	412.419	413.294	no
3009-1 	A:	413.294	413.881	<S>
3009-2 	B:	413.423	413.96	why
3009-1 	A:	413.881	415.256	I mean do you want to
3009-2 	B:	413.96	415.098	<S>
3009-2 	B:	415.098	418.523	but you must be very quiet later the thing (ppb) appear in the voice recording
3009-1 	A:	415.256	423.212	<S>
3009-2 	B:	418.523	426.272	<Z>
3009-1 	A:	423.212	427.449	(um) you go and take it because you are closer to it but
3009-2 	B:	426.272	427.273	no but you make a lot of noise
3009-2 	B:	427.273	445.96	<Z>
3009-1 	A:	427.449	431.006	(ppo) okay fine I I gave I made a lot of ideas though
3009-1 	A:	431.006	434.515638	I I I associated <UNK/> with like (uh)
3009-1 	A:	434.515638	440.534	<S>
3009-1 	A:	440.534	443.547	I took I took into consideration the the
3009-1 	A:	443.547	447.284	<S>
3009-2 	B:	445.96	447.248	(mm) oh ya you got the list
3009-2 	B:	447.248	448.748	<Z>
3009-1 	A:	447.284	448.701	ya or you have it now
3009-1 	A:	448.701	449.414	<S>
3009-2 	B:	448.748	449.285	ya
3009-2 	B:	449.285	472.285	<Z>
3009-1 	A:	449.414	450.689	[oh] you have it on your phone
3009-1 	A:	450.689	452.601	(ppb) ya cause I thought of like
3009-1 	A:	452.601	455.189	<S>
3009-1 	A:	455.189	458.176	so we wanna do something like more out of the box a bit
3009-1 	A:	458.176	459.592	<S>
3009-1 	A:	459.592	461.442	you know doing the standard
3009-1 	A:	461.442	463.529	[oh] buy these stripe shirts you know
3009-1 	A:	463.529	464.654	<S>
3009-1 	A:	464.654	471.550206	and on all the long line we should like follow something that is more quirky [what] more something like people won't really wear [one]
3009-1 	A:	471.550206	479.898	<S>
3009-2 	B:	472.285	474.51	maybe you don't do clothes then maybe do other things
3009-2 	B:	474.51	475.11	<S>
3009-2 	B:	475.11	476.285	it's been a lot
3009-2 	B:	476.285	484.648	<S>
3009-1 	A:	479.898	482.423	I feel like <unk> (ppo) I feel like clothes work better tho
3009-1 	A:	482.423	498.233	<S>
3009-2 	B:	484.648	487.298	really [meh] I think we need to be a bit more focused
3009-2 	B:	487.298	490.185	<S>
3009-2 	B:	490.185	492.823	like the different items actually a lot of items
3009-2 	B:	492.823	494.773	<S>
3009-2 	B:	494.773	499.447	there must be more laser targeted like very very specific to a specific market type
3009-1 	A:	498.233	499.233	I mean it is
3009-1 	A:	499.233	500.419213	<S>
3009-2 	B:	499.447	502.997	<S>
3009-1 	A:	500.419213	502.822094	like following trends is
3009-1 	A:	502.822094	507.574	<S>
3009-2 	B:	502.997	507.16	it's not a trend is like you need to find something that people are not selling later you <unk> you know what I mean
3009-2 	B:	507.16	514.735	<Z>
3009-1 	A:	507.574	509.912	[ah] but that's <unk> gonna be damn hard to sell though
3009-1 	A:	509.912	510.874	<S>
3009-1 	A:	510.874	512.799	you just interrupted me I said
3009-1 	A:	512.799	514.624	that's gonna be hard to sell though
3009-1 	A:	514.624	519.479	<S>
3009-2 	B:	514.735	516.185	it's not really it's like
3009-2 	B:	516.185	518.26	is easier to do ads that way also
3009-2 	B:	518.26	524.647	<Z>
3009-1 	A:	519.479	524.035926	in what sense okay let's say if we're talking about office supply okay then in what sense
3009-1 	A:	524.035926	527.221	<S>
3009-2 	B:	524.647	526.797	then you just target all people that work in the office [lah]
3009-2 	B:	526.797	536.134	<S>
3009-1 	A:	527.221	530.608	then that's gonna be very hard [what] because people won't use social media
3009-1 	A:	530.608	534.208	<S>
3009-1 	A:	534.208	536.73223	our age what people of our age
3009-2 	B:	536.134	538.472	ya [lah] all the people's getting into the workforce
3009-1 	A:	536.73223	539.762	<S>
3009-2 	B:	538.472	541.579	<S>
3009-1 	A:	539.762	541.593979	but you think they will go and click [meh]
3009-2 	B:	541.579	542.522	yah why not
3009-1 	A:	541.593979	547.979	<S>
3009-2 	B:	542.522	543.247	<S>
3009-2 	B:	543.247	544.134	and if it's cheap
3009-2 	B:	544.134	544.822	<S>
3009-2 	B:	544.822	548.184	and the Americans are more prone so we got like (uh)
3009-1 	A:	547.979	550.234	[oh] ya you're right I was like
3009-2 	B:	548.184	550.247	<S>
3009-1 	A:	550.234	551.797	thinking about Singaporean
3009-2 	B:	550.247	550.972	<Z>
3009-2 	B:	550.972	562.334	<S>
3009-1 	A:	551.797	554.884	<Z>
3009-1 	A:	554.884	555.884	okay say
3009-1 	A:	555.884	556.959	what's your
3009-1 	A:	556.959	557.584	<S>
3009-1 	A:	557.584	560.234	your your idea your plan
3009-1 	A:	560.234	565.259	<S>
3009-2 	B:	562.334	563.484	wait like
3009-2 	B:	563.484	563.846	<S>
3009-2 	B:	563.846	565.384	juices
3009-1 	A:	565.259	566.484	juices
3009-2 	B:	565.384	569.361	<Z>
3009-1 	A:	566.484	570.672	no we have to make our own juice [what] if we if we if we want juice
3009-2 	B:	569.361	570.736	popcorn machine
3009-1 	A:	570.672	575.084	<S>
3009-2 	B:	570.736	571.211	<S>
3009-2 	B:	571.211	572.564	bars stools
3009-2 	B:	572.564	572.989	<S>
3009-2 	B:	572.989	574.001	like quite interesting [eh]
3009-2 	B:	574.001	574.776	<S>
3009-2 	B:	574.776	579.063	like office office fitness projectors drawing tablets water coolers
3009-1 	A:	575.084	576.009	<unk>
3009-1 	A:	576.009	578.984	<S>
3009-1 	A:	578.984	581.284	what that's gonna that's damn expensive [eh]
3009-2 	B:	579.063	581.363	<Z>
3009-1 	A:	581.284	584.122	<S>
3009-2 	B:	581.363	583.746	no but we are not we are not having any inventory what
3009-2 	B:	583.746	584.771	<S>
3009-1 	A:	584.122	585.252	[oh] ya you're right
3009-2 	B:	584.771	586.008	ya we don't need to buy
3009-1 	A:	585.252	588.604	<Z>
3009-2 	B:	586.008	587.221	<S>
3009-2 	B:	587.221	588.621	our pet health supplies
3009-1 	A:	588.604	590.317	had health supplies
3009-2 	B:	588.621	589.616	<Z>
3009-2 	B:	589.616	590.491	ya (ppb)
3009-1 	A:	590.317	594.154	you associate <unk> with pet supplies
3009-2 	B:	590.491	593.666	<Z>
3009-2 	B:	593.666	595.153	no I say we can try all of these
3009-1 	A:	594.154	595.332	<S>
3009-2 	B:	595.153	599.063	<Z>
3009-1 	A:	595.332	596.819	pet supplies though
3009-1 	A:	596.819	601.744	<S>
3009-2 	B:	599.063	600.263	supplements
3009-2 	B:	600.263	601.65	(uh) that one a bit dangerous
3009-2 	B:	601.65	607.045	<S>
3009-1 	A:	601.744	603.812	ya super actually
3009-1 	A:	603.812	607.287	<S>
3009-2 	B:	607.045	609.583	ya (ppo) lift chairs wheelchair
3009-1 	A:	607.287	607.924	continue
3009-1 	A:	607.924	609.849	<S>
3009-2 	B:	609.583	610.583	<S>
3009-1 	A:	609.849	611.124	whe~ wheelchair
3009-2 	B:	610.583	612.383	ya appraises its supports
3009-1 	A:	611.124	612.647	<S>
3009-2 	B:	612.383	614.932	<Z>
3009-1 	A:	612.647	614.647	wheelchair is such a weird thing though
3009-1 	A:	614.647	616.984	<S>
3009-2 	B:	614.932	616.77	that is the thing it needs to be weird
3009-2 	B:	616.77	618.695	cre~ maybe play stations
3009-1 	A:	616.984	618.284	no but wheech~
3009-1 	A:	618.284	619.522	<S>
3009-2 	B:	618.695	619.467	baby stuff
3009-2 	B:	619.467	620.042	<Z>
3009-1 	A:	619.522	622.122	okay okay that okay ya ya ya ya but
3009-2 	B:	620.042	620.98	baby monitors
3009-2 	B:	620.98	622.98	<Z>
3009-1 	A:	622.122	623.249	<S>
3009-2 	B:	622.98	624.263	maternity supplements
3009-1 	A:	623.249	625.812	I I don't really I don't really write like the rest
3009-2 	B:	624.263	627.095	<Z>
3009-1 	A:	625.812	627.312	<S>
3009-2 	B:	627.095	629.943	why why you gardening stuff or like
3009-1 	A:	627.312	627.937	but
3009-1 	A:	627.937	629.012	<S>
3009-1 	A:	629.012	630.224	gardening
3009-2 	B:	629.943	632.072	skydiving d_j_ing bag packing
3009-1 	A:	630.224	631.924	<S>
3009-1 	A:	631.924	633.222	gardening is like
3009-2 	B:	632.072	639.727	<Z>
3009-1 	A:	633.222	633.847	<S>
3009-1 	A:	633.847	634.672	is like
3009-1 	A:	634.672	636.494	<S>
3009-1 	A:	636.494	638.182	no I don't I don't see it
3009-1 	A:	638.182	638.844	<S>
3009-1 	A:	638.844	639.894	I really don't see it
3009-2 	B:	639.727	640.777	robot building
3009-1 	A:	639.894	643.081	<Z>
3009-2 	B:	640.777	642.907	<S>
3009-2 	B:	642.907	643.944	fencing
3009-1 	A:	643.081	645.284	isn't that like lego fencing
3009-2 	B:	643.944	647.969	connecting survival prepping ya [lah] outdoor outdoor equipment
3009-1 	A:	645.284	646.821	<S>
3009-1 	A:	646.821	650.421	wait let me let me see your list like where you getting all these from
3009-2 	B:	647.969	661.381	<S>
3009-1 	A:	650.421	653.074	<S>
3009-1 	A:	653.074	654.574	[oh] all these
3009-1 	A:	654.574	656.224	<S>
3009-1 	A:	656.224	657.574	building supplies
3009-1 	A:	657.574	658.711	<S>
3009-1 	A:	658.711	660.386	I thought you make your own list
3009-1 	A:	660.386	660.936	<S>
3009-1 	A:	660.936	661.564	not like
3009-2 	B:	661.381	662.631	no [lah] I found it
3009-1 	A:	661.564	662.239	<Z>
3009-1 	A:	662.239	663.801	copying people list
